pano,ons_const_id,constituency_name,Con_Margin,intermediate_step,Incumbency_Status,country,region,constituency_type,winner_17,con_17,lab_17,ld_17,snp_17,pc_17,ukip_17,green_17,other_17,majority_17,turnout_17,con_vote_17,lab_vote_17,ld_vote_17,snp_vote_17,pc_vote_17,ukip_vote_17,green_vote_17,total_vote_17,rejected_vote_17,electorate_17,seat_change_1517,con_1517,lab_1517,ld_1517,snp_1517,pc_1517,ukip_1517,green_1517,winner_15,con_15,lab_15,ld_15,snp_15,pc_15,ukip_15,green_15,other_15,majority_15,turnout_15,con_vote_15,lab_vote_15,ld_vote_15,snp_vote_15,pc_vote_15,ukip_vote_15,green_vote_15,bnp_vote_15,total_vote_15,rejected_vote_15,electorate_15,seat_change_1015,con_1015,lab_1015,ld_1015,snp_1015,pc_1015,ukip_1015,green_1015,winner_10,con_10,lab_10,ld_10,snp_10,pc_10,ukip_10,green_10,bnp_10,majority_10,turn_10,con_vote_10,lab_vote_10,ld_vote_10,snp_vote_10,pc_vote_10,ukip_vote_10,green_vote_10,bnp_vote_10,total_vote_10,electorate_10,leave_hanretty,remain_hanretty,con_ppc_17,con_ppc_sex_17,lab_ppc_17,lab_ppc_sex_17,ld_ppc_17,ld_ppc_sex_17,snp_ppc_17,snp_ppc_sex_17,pc_ppc_17,pc_ppc_sex_17,ukip_ppc_17,ukip_ppc_sex_17,green_ppc_17,green_ppc_sex_17,con_ppc_15,con_ppc_sex_15,con_ppc_race_15,lab_ppc_15,lab_ppc_sex_15,lab_ppc_race_15,ld_ppc_15,ld_ppc_sex_15,ld_ppc_race_15,snp_ppc_15,snp_ppc_sex_15,snp_ppc_race_15,pc_ppc_15,pc_ppc_sex_15,pc_ppc_race_15,ukip_ppc_15,ukip_ppc_sex_15,ukip_ppc_race_15,green_ppc_15,green_ppc_sex_15,green_ppc_race_15
517,E14000850,North Somerset,39.1893726,1,1,England,South West,County,Conservative,54.20685873,26.61870504,9.649320902,NA,NA,NA,3.187405233,6.337710101,27.58815369,76.98344696,33605,16502,5982,NA,NA,NA,1976,61994,120,80529,NA,0.696628332,12.29784724,-3.051300047,NA,NA,-13.01109565,-3.269789976,Conservative,53.5102304,14.32085779,12.70062095,NA,NA,13.01109565,6.457195209,NA,39.1893726,73.52952184,31540,8441,7486,NA,NA,7669,3806,NA,58942,220,80161,NA,4.240230396,3.190857792,-22.99937905,NA,NA,9.111095653,6.457195209,Conservative,49.27,11.13,35.7,NA,NA,3.9,NA,NA,13.6,75,28549,6448,20687,NA,NA,2257,NA,NA,57941,63294,47.58369914,52.41630086,"Fox, Liam",Man,"Chambers, Greg",Man,"Foord, Richard",Man,NA,NA,NA,NA,NA,NA,"Pattison, Charley",Woman,"Fox, Liam",Man,White,"Chambers, Gregory Lawrence",Man,White,"Kravis, Marcus Dov",Man,White,NA,NA,NA,NA,NA,NA,"Kealey, Ian Edmund",Man,White,"Derbyshire, David Andrew",Man,White
518,E14000846,North East Somerset,24.94423792,1,1,England,South West,County,Conservative,53.64617064,34.70754769,8.254538053,NA,NA,NA,2.303721111,1.088022501,18.93862295,75.73821036,28992,18757,4461,NA,NA,NA,1245,54043,104,71355,NA,3.873132098,9.878747067,0.371540597,NA,NA,-12.03287028,-3.178571982,Conservative,49.77303854,24.82880063,7.882997456,NA,NA,12.03287028,5.482293093,NA,24.94423792,73.66676276,25439,12690,4029,NA,NA,6150,2802,NA,51110,153,69380,NA,8.503038544,-6.841199374,-14.44700254,NA,NA,8.60287028,4.172293093,Conservative,41.27,31.67,22.33,NA,NA,3.43,1.31,NA,9.6,76,21130,16216,11433,NA,NA,1754,670,NA,51203,74532,51.6345075,48.3654925,"Rees-Mogg, Jacob",Man,"Moss, Robin",Man,"Rigby, Manda",Woman,NA,NA,NA,NA,NA,NA,"Calverley, Sally",Woman,"Rees-Mogg, Jacob William",Man,White,"Foreman, Todd David",Man,White,"Hobhouse, Wera",Woman,White,NA,NA,NA,NA,NA,NA,"Blaber, Ernie",Man,White,"Boyce, Katy",Woman,White
519,E14000932,Somerton and Frome,33.60692434,1,1,England,South West,County,Conservative,56.70662994,17.21342265,20.85550617,NA,NA,NA,3.673386339,1.551054905,35.85112377,75.6682497,36231,10998,13325,NA,NA,NA,2347,63892,104,84437,NA,3.712881078,9.886158063,1.468681646,NA,NA,-10.67668176,-5.336877469,Conservative,52.99374886,7.327264587,19.38682452,NA,NA,10.67668176,9.010263808,0.605216469,33.60692434,72.41627742,31960,4419,11692,NA,NA,6439,5434,NA,60309,168,83281,Conservative gain from Liberal Democrat,8.48374886,2.917264587,-28.11317548,NA,NA,7.486681756,9.010263808,Liberal Democrat,44.51,4.41,47.5,NA,NA,3.19,NA,NA,3,74.3,26976,2675,28793,NA,NA,1932,NA,NA,60612,71931,50.32814379,49.67185621,"Warburton, David",Man,"Dromgoole, Sean",Man,"Blackburn, Mark",Man,NA,NA,NA,NA,NA,NA,"Simon, Theo",Man,"Warburton, David John",Man,White,"Oakensen, David Alan",Man,White,"Rendel, David Digby",Man,White,NA,NA,NA,NA,NA,NA,"Dimmick, Alan Ivor",Man,White,"Simon, Theo",Man,White
520,E14000939,South Holland and The Deepings,37.73243644,1,1,England,East Midlands,County,Conservative,69.91751963,20.43525788,2.848057239,NA,NA,4.342641359,1.776806121,0.679717778,49.48226175,65.87974965,35179,10282,1433,NA,NA,2185,894,50315,84,76374,NA,10.36704916,7.993938551,-0.13119368,NA,NA,-17.47539266,-1.434119153,Conservative,59.55047046,12.44131932,2.97925092,NA,NA,21.81803402,3.210925275,NA,37.73243644,64.35652629,29303,6122,1466,NA,NA,10736,1580,NA,49207,160,76460,NA,0.490470462,-1.558680676,-12.48074908,NA,NA,15.34803402,1.770925275,Conservative,59.06,14,15.46,NA,NA,6.47,1.44,3.58,43.6,65.8,29639,7024,7759,NA,NA,3246,724,1796,50188,66918,71.0714432,28.9285568,"Hayes, John",Man,"Kowalewski, Voyteck",Man,"Cambridge, Julia",Woman,NA,NA,NA,NA,"Smith, Nicola",Woman,"Wilshire, Daniel",Man,"Hayes, John Henry",Man,White,"Mahabadi, Matthew Arman",Man,BME,"Smid, Jiri George",Man,White,NA,NA,NA,NA,NA,NA,"Parsons, David Robert",Man,White,"Wilshire, Dan",Man,White
521,E14000943,South Ribble,11.35191904,1,1,England,North West,County,Conservative,52.85042127,39.31684721,3.780501149,NA,NA,2.529452529,0.900900901,0.621876938,13.53357406,72.38620762,28980,21559,2073,NA,NA,1387,494,54834,92,75752,NA,6.424986862,4.24333184,-0.634240115,NA,NA,-11.55685643,NA,Conservative,46.42543441,35.07351537,4.414741264,NA,NA,14.08630896,0,NA,11.35191904,68.46736132,24313,18368,2312,NA,NA,7377,NA,NA,52370,162,76489,NA,0.955434409,0.403515371,-9.715258736,NA,NA,10.40630896,NA,Conservative,45.47,34.67,14.13,NA,NA,3.68,NA,2.05,10.8,67.9,23396,17842,7271,NA,NA,1895,NA,1054,51458,67200,56.63894373,43.36105627,"Kennedy, Seema",Woman,"Gibson, Julie",Woman,"Wright, John",Man,NA,NA,NA,NA,"Smith, Mark",Man,"Wight, Andrew",Man,"Kennedy, Seema Louise Ghiassi",Woman,BME,"Bennett, Veronica Lucy",Woman,White,"McGuire, Sue",Woman,White,NA,NA,NA,NA,NA,NA,"Gallagher, David",Man,White,NA,NA,NA
522,E14000944,South Shields,-34.65600441,1,-1,England,North East,Borough,Labour,25.92465417,61.50789758,1.670263907,NA,NA,7.37270676,3.524477583,NA,35.5832434,64.27569246,10570,25078,681,NA,NA,3006,1437,40772,77,63433,NA,9.32186912,10.24910811,-0.091765598,NA,NA,-14.61819356,-0.926094594,Labour,16.60278505,51.25878947,1.762029505,NA,NA,21.99090032,4.450572177,3.93492348,29.26788915,57.81125458,6021,18589,639,NA,NA,7975,1614,NA,36265,81,62730,NA,-4.987214946,-0.761210534,-12.44797049,NA,NA,21.99090032,2.360572177,Labour,21.59,52.02,14.21,NA,NA,NA,2.09,6.52,30.4,57.7,7886,18995,5189,NA,NA,NA,762,2382,36518,70479,62.05253267,37.94746733,"Buchan, Felicity",Woman,"Lewell-Buck, Emma",Woman,"Gordon, Gita",Woman,NA,NA,NA,NA,"Elvin, Richard",Man,"Ford, Shirley",Woman,"Oliver, Robert Geoffrey",Man,White,"Lewell-Buck, Emma Louise",Woman,White,"Gordon, Gitanjali (Gita)",Woman,BME,NA,NA,NA,NA,NA,NA,"Dennis, Norman Hanson",Man,White,"Ford, Shirley Florence",Woman,White
523,E14000955,"Southampton, Itchen",5.180049206,1,1,England,South East,Borough,Conservative,46.54040998,46.47414659,3.037428126,NA,NA,2.398307077,1.549708227,NA,0.066263386,65.22824238,21773,21742,1421,NA,NA,1122,725,46783,92,71722,NA,4.813726909,9.927512729,-0.530006453,NA,NA,-11.04387588,-2.646221095,Conservative,41.72668307,36.54663386,3.567434578,NA,NA,13.44218296,4.195929322,0.521136211,5.180049206,61.85581273,18656,16340,1595,NA,NA,6010,1876,NA,44710,115,72281,Conservative gain from Labour,5.396683069,-0.213366137,-17.27256542,NA,NA,9.102182957,2.845929322,Labour,36.33,36.76,20.84,NA,NA,4.34,1.35,NA,0.4,59.6,16134,16326,9256,NA,NA,1928,600,NA,44412,74532,60.29473415,39.70526585,"Smith, Royston",Man,"Letts, Simon",Man,"Bell, Eleanor",Woman,NA,NA,NA,NA,"Rose, Kim",Man,"Pearce, Rosie",Woman,"Smith, Royston",Man,White,"Davis, Rowenna",Woman,White,"Bell, Eleanor",Woman,White,NA,NA,NA,NA,NA,NA,"Rose, Kim",Man,White,"Spottiswoode, John Charles Thomas",Man,White
524,E14000956,"Southampton, Test",-8.728122423,1,-1,England,South East,Borough,Labour,34.12574889,58.65083257,4.033857109,NA,NA,NA,NA,3.189561435,24.52508368,66.81434208,16006,27509,1892,NA,NA,NA,NA,46903,119,70199,NA,1.579702886,17.37666415,-0.825026791,NA,NA,-12.75084761,-5.882891964,Labour,32.546046,41.27416842,4.8588839,NA,NA,12.75084761,5.882891964,2.6871621,8.728122423,62.12039277,14207,18017,2121,NA,NA,5566,2568,NA,43652,147,70270,NA,-0.463954,2.794168423,-17.4711161,NA,NA,8.840847613,3.892891964,Labour,33.01,38.48,22.33,NA,NA,3.91,1.99,NA,5.5,61.4,14588,17001,9865,NA,NA,1726,881,NA,44187,71931,49.41218119,50.58781881,"Holmes, Paul",Man,"Whitehead, Alan",Man,"Gravatt, Thomas",Man,NA,NA,NA,NA,NA,NA,NA,NA,"Moulton, Jeremy",Man,White,"Whitehead, Alan",Man,White,"Ford, Adrian",Man,White,NA,NA,NA,NA,NA,NA,"Hingston, Pearline",Woman,BME,"Mawle, Angela",Woman,White
525,E14000957,Southend West,31.50149408,1,1,England,East of England,Borough,Conservative,55.19272743,34.00224619,4.471191541,NA,NA,3.530334174,1.760928991,1.042571677,21.19048124,69.7297457,26046,16046,2110,NA,NA,1666,831,47191,101,67677,NA,5.371342988,15.68235583,-4.805583943,NA,NA,-14.00095163,-2.919023378,Conservative,49.82138444,18.31989036,9.276775484,NA,NA,17.53128581,4.679952369,0.370711541,31.50149408,66.55451881,22175,8154,4129,NA,NA,7803,2083,NA,44509,145,66876,NA,3.761384439,4.899890359,-20.11322452,NA,NA,13.60128581,3.199952369,Conservative,46.06,13.42,29.39,NA,NA,3.93,1.48,3.06,16.7,65.5,20086,5850,12816,NA,NA,1714,644,1333,43606,66918,55.07458096,44.92541904,"Amess, David",Man,"Ware-Lane, Julian",Man,"Salek, Lucy",Woman,NA,NA,NA,NA,"Stansfield, John",Man,"Ellis, Dominic",Man,"Amess, David Anthony Andrew",Man,White,"Ware-Lane, Julian Gabriel St John",Man,White,"Collins, Paul",Man,White,NA,NA,NA,NA,NA,NA,"Otridge, Brian",Man,White,"Fuller, Jon",Man,White
526,E14000958,Southport,-2.997664452,0,0,England,North West,Borough,Conservative,38.66252398,32.58612061,26.40128451,NA,NA,2.350070898,NA,NA,6.07640337,69.10086455,18541,15627,12661,NA,NA,1127,NA,47956,63,69400,Conservative gain from Liberal Democrat,10.70397429,13.38474196,-4.554929634,NA,NA,-14.49535211,-2.789052402,Liberal Democrat,27.95854969,19.20137865,30.95621414,NA,NA,16.84542301,2.789052402,2.2493821,2.997664452,65.50366872,12330,8468,13652,NA,NA,7429,1230,NA,44101,171,67326,NA,-7.881450307,9.791378654,-18.65378586,NA,NA,11.70542301,2.789052402,Liberal Democrat,35.84,9.41,49.61,NA,NA,5.14,NA,NA,13.8,65.1,15683,4116,21707,NA,NA,2251,NA,NA,43757,67200,46.29283656,53.70716344,"Moore, Damien",Man,"Savage, Liz",Woman,"McGuire, Sue",Woman,NA,NA,NA,NA,"Durrance, Terry",Man,NA,NA,"Moore, Damien",Man,White,"Savage, Liz",Woman,White,"Pugh, John David",Man,White,NA,NA,NA,NA,NA,NA,"Durrance, Terry",Man,White,"Rankin, Laurence George",Man,White
527,E14000959,Spelthorne,28.83514334,1,1,England,South East,Borough,Conservative,57.25231966,30.46393295,5.497356081,NA,NA,4.581462636,2.204928664,1.42109E-14,26.78838671,68.98996435,28692,15267,2755,NA,NA,2296,1105,50115,106,72641,NA,7.565080723,11.89387244,-0.947355506,NA,NA,-16.27063297,-1.307775344,Conservative,49.68723894,18.57006051,6.444711587,NA,NA,20.8520956,3.512704008,0.933189348,28.83514334,68.55374902,24386,9114,3163,NA,NA,10234,1724,NA,49079,191,71592,NA,2.627238941,2.100060515,-19.43528841,NA,NA,12.3820956,3.512704008,Conservative,47.06,16.47,25.88,NA,NA,8.47,NA,NA,21.2,67.1,22261,7789,12242,NA,NA,4009,NA,NA,47304,70479,60.299599,39.700401,"Kwarteng, Kwasi",Man,"Geach, Rebecca",Woman,"Shimell, Rosamund",Woman,NA,NA,NA,NA,"Cunningham, Redvers",Man,"Jacobs, Paul",Man,"Kwarteng, Kwasi",Man,BME,"Geach, Rebecca",Woman,White,"Shimell, Rosie",Woman,White,NA,NA,NA,NA,NA,NA,"Cunningham, Redvers Paul",Man,White,"Jacobs, Paul John",Man,White
528,E14000965,Stafford,18.81805319,1,1,England,West Midlands,County,Conservative,54.74154534,39.85632848,2.965873199,NA,NA,NA,2.436252985,1.42109E-14,14.88521686,75.86237125,28424,20695,1540,NA,NA,NA,1265,51924,122,68445,NA,6.335861164,10.2686975,0.201708908,NA,NA,-12.90421802,-0.41403512,Conservative,48.40568417,29.58763098,2.764164291,NA,NA,12.90421802,2.850288105,3.488014436,18.81805319,70.980278,23606,14429,1348,NA,NA,6293,1390,NA,48767,173,68705,NA,4.525684172,-3.43236902,-13.57583571,NA,NA,9.464218016,1.730288105,Conservative,43.88,33.02,16.34,NA,NA,3.44,1.12,2.2,10.9,71.2,22047,16587,8211,NA,NA,1727,564,1103,50239,70667,57.46250827,42.53749173,"Lefroy, Jeremy",Man,"Williams, David",Man,"Tinker, Christine",Woman,NA,NA,NA,NA,NA,NA,"Pearce, Tony",Man,"Lefroy, Jeremy John Elton",Man,White,"Godfrey, Kate",Woman,White,"Miller, Keith",Man,White,NA,NA,NA,NA,NA,NA,"Whitfield, Edward",Man,White,"Shone, Mike",Man,White
529,E14000966,Staffordshire Moorlands,23.88991946,1,1,England,West Midlands,County,Conservative,58.14130556,33.88870227,3.345649983,NA,NA,NA,1.211510469,3.41283171,24.25260329,70.5896301,25963,15133,1494,NA,NA,NA,541,44655,84,63260,NA,7.02241952,6.659735687,-0.784718439,NA,NA,-14.64296616,-1.667302314,Conservative,51.11888605,27.22896659,4.130368422,NA,NA,14.64296616,2.878812783,NA,23.88991946,67.48700558,21770,11596,1759,NA,NA,6236,1226,NA,42587,126,63104,NA,5.948886045,-2.681033414,-12.61963158,NA,NA,6.472966163,2.878812783,Conservative,45.17,29.91,16.75,NA,NA,8.17,NA,NA,15.3,70.6,19793,13104,7338,NA,NA,3580,NA,NA,43815,62137,64.69043246,35.30956754,"Bradley, Karen",Woman,"Mazzocchi-Jones, David",Man,"Jebb, Henry",Man,NA,NA,NA,NA,NA,NA,"Shone, Mike",Man,"Bradley, Karen Anne",Woman,White,"McGuinness, Trudie Anne",Woman,White,"Redfern, John Phillip",Man,White,NA,NA,NA,NA,NA,NA,"Langley-Poole, George",Man,White,"Smith, Brian Geoffrey",Man,White
530,E14000945,South Staffordshire,41.07222065,1,1,England,West Midlands,County,Conservative,69.76462071,25.28517482,2.637500245,NA,NA,NA,2.31270422,NA,44.47944589,69.59191732,35656,12923,1348,NA,NA,NA,1182,51109,187,73441,NA,10.33077257,6.923547337,-0.281972315,NA,NA,-16.66801081,-0.304336789,Conservative,59.43384814,18.36162748,2.919472559,NA,NA,16.66801081,2.61704101,NA,41.07222065,68.15627104,29478,9107,1448,NA,NA,8267,1298,NA,49598,153,72771,NA,6.233848139,-1.948372515,-13.79052744,NA,NA,11.20801081,2.61704101,Conservative,53.2,20.31,16.71,NA,NA,5.46,NA,3.82,32.9,68.7,26834,10244,8427,NA,NA,2753,NA,1928,50440,73849,65.24281719,34.75718281,"Williamson, Gavin",Man,"Freeman, Adam",Man,"Myers, Hilary",Woman,NA,NA,NA,NA,NA,NA,"McIlvenna, Claire",Woman,"Williamson, Gavin Alexander",Man,White,"McElduff, Kevin David",Man,White,"Woodthorpe-Browne, Robert",Man,White,NA,NA,NA,NA,NA,NA,"Jones, Lyndon",Man,White,"McIlvenna, Claire",Woman,White
531,E14000967,Stalybridge and Hyde,-16.29380514,1,-1,England,North West,County,Labour,38.13976494,57.18020586,2.345902914,NA,NA,NA,2.334126292,NA,19.04044092,59.45609097,16193,24277,996,NA,NA,NA,991,42457,127,71409,NA,9.478167239,12.22480302,-0.714973433,NA,NA,-18.81366672,-2.17433011,Labour,28.6615977,44.95540284,3.060876346,NA,NA,18.81366672,4.508456402,NA,16.29380514,57.50522023,11761,18447,1256,NA,NA,7720,1850,NA,41034,201,71357,NA,-4.228402301,5.355402837,-13.97912365,NA,NA,15.53366672,2.848456402,Labour,32.89,39.6,17.04,NA,NA,3.28,1.66,5.53,6.7,59.2,13445,16189,6965,NA,NA,1342,679,2259,40879,69608,59.2907293,40.7092707,"Dowse, Tom",Man,"Reynolds, Jonathan",Man,"Ankers, Paul",Man,NA,NA,NA,NA,NA,NA,"Wood, Julie",Woman,"Riley, Martin Stanley",Man,White,"Reynolds, Jonathan Neil",Man,White,"Flynn, Peter Anthony",Man,White,NA,NA,NA,NA,NA,NA,"Mcmanus, Angela Louise",Woman,White,"Ross, Jenny",Woman,White
532,E14000968,Stevenage,10.36632566,1,1,England,East of England,County,Conservative,50.27267014,43.40827539,4.119447767,NA,NA,NA,2.199606706,NA,6.864394753,69.70536282,24798,21412,2032,NA,NA,NA,1085,49327,141,70765,NA,5.729897279,9.231828181,0.809755096,NA,NA,-14.36013306,-0.664469948,Conservative,44.54277286,34.17644721,3.309692671,NA,NA,14.36013306,2.864076654,0.74687755,10.36632566,67.70684307,21291,16336,1582,NA,NA,6864,1369,NA,47799,127,70597,NA,3.132772861,0.776447206,-13.33030733,NA,NA,9.870133057,2.864076654,Conservative,41.41,33.4,16.64,NA,NA,4.49,NA,2.26,8,64.8,18491,14913,7432,NA,NA,2004,NA,1007,44651,68937,57.03690856,42.96309144,"McPartland, Stephen",Man,"Taylor, Sharon",Woman,"Gibson, Barbara",Woman,NA,NA,NA,NA,NA,NA,"Snelling, Victoria",Woman,"McPartland, Stephen Anthony",Man,White,"Taylor, Sharon Jane",Woman,White,"Van De Ven, Susan Elizabeth Kerr",Woman,White,NA,NA,NA,NA,NA,NA,"Collins, David",Man,White,"White, Graham Crawford",Man,White
534,E14000969,Stockport,-25.37516709,1,-1,England,North West,Borough,Labour,28.41565569,63.26304641,4.27979973,NA,NA,2.618910071,1.422588099,NA,34.84739072,64.67401457,11805,26282,1778,NA,NA,1088,591,41544,97,64236,NA,3.925756828,13.39798045,-3.372347865,NA,NA,-10.51130759,-2.998708781,Labour,24.48989886,49.86506595,7.652147595,NA,NA,13.13021766,4.42129688,0.441373049,25.37516709,62.01842612,9710,19771,3034,NA,NA,5206,1753,NA,39649,135,63931,NA,-0.840101137,7.195065954,-17.3378524,NA,NA,10.93021766,2.69129688,Labour,25.33,42.67,24.99,NA,NA,2.2,1.73,3.07,17.3,61.6,9913,16697,9778,NA,NA,862,677,1201,39128,62879,46.78932179,53.21067821,"Hamilton, Daniel",Man,"Coffey, Ann",Woman,"Hawthorne, Daniel",Man,NA,NA,NA,NA,"Kelly, John",Man,"Lawson, Gary",Man,"Hamilton, Daniel Robert",Man,White,"Coffey, Ann",Woman,White,"Hawthorne, Daniel John",Man,White,NA,NA,NA,NA,NA,NA,"Woolfe, Steven Marcus",Man,White,"Lawson, Gary Austin",Man,White
535,E14000970,Stockton North,-21.14427232,1,-1,England,North East,Borough,Labour,36.48171117,56.87674054,1.511783015,NA,NA,4.29196602,0.837799256,NA,20.39502937,64.46556536,15589,24304,646,NA,NA,1834,358,42731,74,66285,NA,8.509206052,7.759963102,-0.722176198,NA,NA,-14.8660032,NA,Labour,27.97250512,49.11677744,2.233959213,NA,NA,19.15796922,0,1.518789012,21.14427232,59.84181714,11069,19436,884,NA,NA,7581,NA,NA,39571,212,66126,NA,2.032505117,6.266777438,-13.82604079,NA,NA,15.21796922,NA,Labour,25.94,42.85,16.06,NA,NA,3.94,NA,4.36,16.9,58.6,10247,16923,6342,NA,NA,1556,NA,1724,39498,66752,66.32496941,33.67503059,"Fletcher, Mark",Man,"Cunningham, Alex",Man,"Brown, Sarah",Woman,NA,NA,NA,NA,"Strike, Ted",Man,"Robson, Emma",Woman,"Daniels, Christopher John",Man,White,"Cunningham, Alex",Man,White,"Sycamore, Anthony Richard Adrian",Man,White,NA,NA,NA,NA,NA,NA,"Boylett, Mandy Susan",Woman,White,NA,NA,NA
536,E14000971,Stockton South,9.741876943,1,1,England,North East,Borough,Labour,46.84527348,48.49509512,1.766869798,NA,NA,2.203478002,0.689283591,-1.42109E-14,1.649821641,71.1722314,25214,26102,951,NA,NA,1186,371,53824,82,75625,Labour gain from Conservative,0.083878036,11.47557662,-0.870348574,NA,NA,-8.376285304,-1.148660692,Conservative,46.76139545,37.0195185,2.637218372,NA,NA,10.57976331,1.837944282,1.164160086,9.741876943,68.96060497,24221,19175,1366,NA,NA,5480,952,NA,51797,147,75111,NA,7.831395448,-1.250481495,-12.47278163,NA,NA,7.649763307,1.837944282,Conservative,38.93,38.27,15.11,NA,NA,2.93,NA,3.09,0.7,67.5,19577,19245,7600,NA,NA,1471,NA,1553,50284,73840,57.76439166,42.23560834,"Wharton, James",Man,"Williams, Paul",Man,"Durning, Drew",Man,NA,NA,NA,NA,"Outterside, David",Man,"Fitzgerald, Jo",Woman,"Wharton, James Stephen",Man,White,"Baldock, Louise",Woman,White,"Durning, Drew",Man,White,NA,NA,NA,NA,NA,NA,"Strike, Ted",Man,White,"Lovell, Jacquie",Woman,White
537,E14000972,Stoke-on-Trent Central,-16.76746879,1,-1,England,West Midlands,Borough,Labour,39.78277267,51.54020214,2.051591492,NA,NA,4.851410469,1.140443506,0.633579725,11.75742948,58.23596591,13186,17083,680,NA,NA,1608,378,33145,64,56915,NA,17.23741171,12.22737239,-2.117756082,NA,NA,-17.80011443,-2.472347641,Labour,22.54536096,39.31282975,4.169347574,NA,NA,22.6515249,3.612791147,7.70814567,16.66130485,51.26496685,7008,12220,1296,NA,NA,7041,1123,NA,31084,150,60634,NA,1.505360957,0.492829752,-17.51065243,NA,NA,18.3315249,3.612791147,Labour,21.04,38.82,21.68,NA,NA,4.32,NA,7.71,17.1,53.2,6833,12605,7039,NA,NA,1402,NA,2502,32470,61003,64.84664776,35.15335224,"Jellyman, Daniel",Man,"Snell, Gareth",Man,"Andras, Peter",Man,NA,NA,NA,NA,"Harold, Mick",Man,"Colclough, Adam",Man,"Marshall-Ascough, Liam Stephen",Man,White,"Hunt, Tristram",Man,White,"Ali, Zulfiqar",Man,BME,NA,NA,NA,NA,NA,NA,"Harold, Mick",Man,White,"Zablocki, Jan",Man,White
538,E14000973,Stoke-on-Trent North,-12.51099498,1,-1,England,West Midlands,Borough,Labour,45.26157086,50.90700235,2.192121763,NA,NA,NA,1.63930503,-1.42109E-14,5.645431484,58.394589,18913,21272,916,NA,NA,NA,685,41786,123,71558,NA,17.85690381,10.99134032,-0.749359067,NA,NA,-24.68567289,-1.183171298,Labour,27.40466705,39.91566203,2.94148083,NA,NA,24.68567289,2.822476328,2.230040875,12.51099498,54.10845768,10593,15429,1137,NA,NA,9542,1091,NA,38654,168,71438,NA,3.574667046,-4.404337973,-14.76851917,NA,NA,18.50567289,2.822476328,Labour,23.83,44.32,17.71,NA,NA,6.18,NA,7.95,20.5,55.8,9580,17815,7120,NA,NA,2485,NA,3196,40196,72054,72.12358561,27.87641439,"Adams, Ben",Man,"Smeeth, Ruth",Woman,"Whelan, Richard",Man,NA,NA,NA,NA,NA,NA,"Rouxel, Douglas",Man,"Adams, Ben",Man,BME,"Smeeth, Ruth Laurence",Woman,White,"Roberts, Paul David",Man,White,NA,NA,NA,NA,NA,NA,"Locke, Geoffrey Louis Edward",Man,White,"Adam, Sean Alexander",Man,White
539,E14000974,Stoke-on-Trent South,-6.492443808,1,-1,England,West Midlands,Borough,Conservative,49.05492924,47.46461981,1.938114656,NA,NA,NA,1.542336292,NA,1.590309427,63.11216071,20451,19788,808,NA,NA,NA,643,41690,101,66057,Conservative gain from Labour,16.37535781,8.292604573,-1.409112183,NA,NA,-21.21870765,-1.088906197,Labour,32.67957143,39.17201524,3.347226839,NA,NA,21.21870765,2.631242489,0.951236352,6.492443808,57.43343467,12780,15319,1309,NA,NA,8298,1029,NA,39107,159,68091,NA,4.279571432,0.41201524,-12.52277316,NA,NA,17.79870765,2.631242489,Labour,28.4,38.76,15.87,NA,NA,3.42,NA,9.44,10.4,58.6,11316,15446,6323,NA,NA,1363,NA,3762,39852,68032,71.10740622,28.89259378,"Brereton, Jack",Man,"Flello, Robert",Man,"Wilkes, Ian",Man,NA,NA,NA,NA,NA,NA,"Zablocki, Jan",Man,"Rich, Joe",Man,White,"Flello, Robert",Man,White,"Andras, Peter Meil",Man,White,NA,NA,NA,NA,NA,NA,"Mahmood, Tariq",Man,BME,"Bellamy, Luke Gavin Paul",Man,White
540,E14000975,Stone,34.55167868,1,1,England,West Midlands,County,Conservative,63.18755996,28.21993924,4.441157659,NA,NA,2.738247522,1.413095619,-1.42109E-14,34.96762072,73.76739797,31614,14119,2222,NA,NA,1370,707,50032,99,67824,NA,8.472584733,8.05664269,-0.817076272,NA,NA,-13.46383196,-1.119276646,Conservative,54.71497523,20.16329655,5.258233931,NA,NA,16.20207948,2.532372265,1.129042546,34.55167868,69.842142,25733,9483,2473,NA,NA,7620,1191,NA,47031,138,67339,NA,4.134975229,-0.526703451,-17.18176607,NA,NA,10.95207948,1.492372265,Conservative,50.58,20.69,22.44,NA,NA,5.25,1.04,NA,28.1,70.5,23890,9770,10598,NA,NA,2481,490,NA,47229,67062,57.53522217,42.46477783,"Cash, Bill",Man,"Hale, Sam",Man,"Lewis, Martin",Man,NA,NA,NA,NA,"Whitfield, Edward",Man,"Pancheri, Samantha",Woman,"Cash, William",Man,White,"Hale, Sam",Man,White,"Lewis, Martin Win",Man,White,NA,NA,NA,NA,NA,NA,"Illsley, Andrew Ettorie",Man,White,"Naylon, Winslie",Woman,White
